,10.100.1035,İskele Kurulum Elemanı,Sa,7000,,,,,,,
,,,,,,,,,,,
,10.100.1036,Panel Çatı Kaplamacısı,Sa,7000,,,,,,,
,,,,,,,,,,,
,10.100.1037,Beton Pompa Operatörü,Sa,8200,,,,,,,
,,,,,,,,,,,
,10.100.1038,Alçı levha usta yardımcısı,Sa,5200,,,,,,,
,,,,,,,,,,,
,10.100.1039,Mozayikçi usta yardımcısı,Sa,5200,,,,,,,
,,,,,,,,,,,
,10.100.1040,Alçı blok usta yardımcısı,Sa,5200,,,,,,,
,,,,,,,,,,,
,10.100.1041,Marangoz usta yardımcısı,Sa,5200,,,,,,,
,,,,,,,,,,,
,10.100.1042,Yalıtımcı usta yardımcısı,Sa,5200,,,,,,,
,,,,,,,,,,,
,10.100.1043,Alçı işleri usta yardımcısı,Sa,5200,,,,,,,
,,,,,,,,,,,
,10.100.1044,Sıvacı usta yardımcısı,Sa,5200,,,,,,,
,,,,,,,,,,,
,10.100.1045,Duvarcı usta yardımcısı,Sa,5200,,,,,,,
,,,,,,,,,,,
,10.100.1046,Sıcak demirci usta yardımcısı,Sa,5200,,,,,,,
,,,,,,,,,,,
,-1-,,,,,,,,,,
,01.01.2023,,,,,,,,,,
,,,,,,,,,,,
,10.100.-İşçilik Rayiçleri,,,,,,,,,,
,,,,,,,,,,,
"r
a",,,,,,,,,,,
,"Ölçü
Birimi","Rayiç Fiyatı
TL",,,,,,,,,
,Poz No,Tanımı,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,10.100.1047,Soğuk demirci usta yardımcısı,Sa,5200,,,,,,,
,,,,,,,,,,,
,10.100.1048,Cilacı usta yardımcısı,Sa,5200,,,,,,,
,,,,,,,,,,,
,10.100.1049,Borucu usta yardımcısı,Sa,5200,,,,,,,
,,,,,,,,,,,
,10.100.1050,Borucu ustası,Sa,7000,,,,,,,
,,,,,,,,,,,
,10.100.1051,Şoför,Sa,7000,,,,,,,
,,,,,,,,,,,
,10.100.1052,Ağır kamyon şöförü,Sa,8000,,,,,,,
,,,,,,,,,,,
,10.100.1053,Tamirci baş makinist,Sa,10100,,,,,,,
,,,,,,,,,,,
,10.100.1054,Makinist,Sa,7000,,,,,,,
,,,,,,,,,,,
,10.100.1055,Operatör makinist,Sa,8000,,,,,,,
,,,,,,,,,,,
,10.100.1056,Makinist yardımcısı,Sa,5700,,,,,,,
,,,,,,,,,,,
,10.100.1057,Operatör yardımcısı,Sa,6700,,,,,,,
,,,,,,,,,,,
,10.100.1058,Şöför yardımcısı,Sa,5400,,,,,,,
,,,,,,,,,,,
,10.100.1059,Yağcı,Sa,5100,,,,,,,
,,,,,,,,,,,
,10.100.1060,Formen,Sa,10100,,,,,,,
,,,,,,,,,,,
,10.100.1061,Topoğraf,Sa,7600,,,,,,,
,,,,,,,,,,,
,10.100.1062,Düz işçi (İnşaat işçisi),Sa,5000,,,,,,,
,,,,,,,,,,,
,10.100.1063,Erbab işçi,Sa,5400,,,,,,,
,,,,,,,,,,,
,10.100.1064,Çırak,Sa,5000,,,,,,,
,,,,,,,,,,,
,10.100.1065,Çavuş,Sa,5100,,,,,,,
,,,,,,,,,,,
,10.100.1066,Tenekeci usta yardımcısı,Sa,5100,,,,,,,
,,,,,,,,,,,
,10.100.1067,Tünelde buvazör,Sa,6700,,,,,,,
,,,,,,,,,,,
,10.100.1068,Birinci sınıf usta,Sa,7000,,,,,,,
,,,,,,,,,,,
,10.100.1069,Birinci sınıf usta yardımcısı,Sa,5100,,,,,,,
,,,,,,,,,,,
,10.100.1070,İkinci sınıf usta,Sa,6600,,,,,,,
,,,,,,,,,,,
,10.100.1071,İkinci sınıf usta yardımcısı,Sa,5000,,,,,,,
,,,,,,,,,,,
,10.100.1072,Pulverizatör operatörü,Sa,6000,,,,,,,
,,,,,,,,,,,
,10.100.1073,Torkret (marpuçla beton tatbik eder),Sa,6000,,,,,,,
,,,,,,,,,,,
,10.100.1074,Bahçıvan ve fidan ustası,Sa,6000,,,,,,,
,,,,,,,,,,,
,10.100.1075,"Pist beton kaplama ustası
(Hava meydanları inş.için)",Sa,7000,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,10.100.1076,Baş sondör,Sa,8700,,,,,,,
,,,,,,,,,,,
,10.100.1077,Sondör,Sa,8500,,,,,,,
,,,,,,,,,,,
,10.100.1078,Pompa teknisyeni,Sa,8000,,,,,,,
,,,,,,,,,,,
,10.100.1079,Aşçı,Sa,7400,,,,,,,
,,,,,,,,,,,
,10.100.1080,Aşçı yardımcısı,Sa,6600,,,,,,,
,,,,,,,,,,,
,10.100.1081,Elektrik ustası,Sa,7000,,,,,,,
,,,,,,,,,,,
,10.100.1082,Tesisat ustası,Sa,7000,,,,,,,
,,,,,,,,,,,
,10.100.1083,Elektrik usta yardmcısı,Sa,5100,,,,,,,
,,,,,,,,,,,
,10.100.1084,Tesisat usta yardımcısı,Sa,5100,,,,,,,
,,,,,,,,,,,
,10.100.1085,Kule vinç operatörü,Sa,10800,,,,,,,
,,,,,,,,,,,
,10.100.1086,Ahşap Kalıpçı (Betonarme),Sa,7000,,,,,,,
,,,,,,,,,,,
,10.100.1087,Tünel Kalıpçısı (Betonarme),Sa,7000,,,,,,,
,,,,,,,,,,,
,10.100.1088,Panel Kalıpçı (Betonarme),Sa,7000,,,,,,,
,,,,,,,,,,,
,10.100.1089,Metal Kalıp Ustası (Betonarme),Sa,7000,,,,,,,
,,,,,,,,,,,
,10.100.1090,Kalıp İşleri Usta Yardımcısı,Sa,5100,,,,,,,
,,,,,,,,,,,
,LİMANLAR İNŞAATI (HER TÜRLÜ BİNA İŞLERİ HARİÇ),,,,,,,,,,
,,,,,,,,,,,
,10.100.1501,Tarak gemisi kaptanı (yakın yol kaptanı),Sa,12100,,,,,,,
,,,,,,,,,,,
,10.100.1502,Tarak gemisi baş makinisti (çarçı başı),Sa,10300,,,,,,,
,,,,,,,,,,,
,-2-,,,,,,,,,,
,01.01.2023,,,,,,,,,,
,,,,,,,,,,,
,10.100.-İşçilik Rayiçleri,,,,,,,,,,
,,,,,,,,,,,
"r
a",,,,,,,,,,,
,"Ölçü
Birimi","Rayiç Fiyatı
TL",,,,,,,,,
,Poz No,Tanımı,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,10.100.1503,Tarama uzmanı,Sa,14000,,,,,,,
,,,,,,,,,,,
,10.100.1504,Romörkör kaptanı (Kıyı kaptanı),Sa,9400,,,,,,,
,,,,,,,,,,,
,10.100.1505,Romorkör makinisti (Çarkçı),Sa,9400,,,,,,,
,,,,,,,,,,,
,10.100.1506,Zatülhareke taş ve çamur dubası kaptanı (Liman kaptanı),Sa,9400,,,,,,,
,,,,,,,,,,,
,10.100.1507,Zatülhareke taş ve çamur dubası makinisti (Çarkcı),Sa,8700,,,,,,,
,,,,,,,,,,,
,10.100.1508,Maçula reisi,Sa,8700,,,,,,,
,,,,,,,,,,,
,10.100.1509,Tarak gemisi ikinci kaptanı (Kıyı kaptanı),Sa,8700,,,,,,,
,,,,,,,,,,,
,10.100.1510,Tarak gemisi ikinci makinisti (Çarkçı),Sa,10100,,,,,,,
,,,,,,,,,,,
,10.100.1511,Güverte lostromosu,Sa,6700,,,,,,,
,,,,,,,,,,,
,10.100.1512,Makina lostromosu,Sa,6700,,,,,,,
,,,,,,,,,,,
,10.100.1513,Usta gemici,Sa,6300,,,,,,,
,,,,,,,,,,,
,10.100.1514,Gemi yağcısı,Sa,6300,,,,,,,
,,,,,,,,,,,
,10.100.1515,Dalgıç klavuzu,Sa,6300,,,,,,,
,,,,,,,,,,,
,10.100.1516,Gemi aşçıbaşı,Sa,6300,,,,,,,
,,,,,,,,,,,
,10.100.1517,Gemi ateşcisi,Sa,6300,,,,,,,
,,,,,,,,,,,
,10.100.1518,Kamarot,Sa,5700,,,,,,,
,,,,,,,,,,,
,10.100.1519,Gemici (Tayfa),Sa,5700,,,,,,,
,,,,,,,,,,,
,10.100.1520,Gemi silicisi,Sa,5700,,,,,,,
,,,,,,,,,,,
,10.100.1521,Gemi aşçı yardımcısı,Sa,5700,,,,,,,
,,,,,,,,,,,
,10.100.1522,Dalgıç,Sa,16100,,,,,,,
,,,,,,,,,,,
,-3-,,,,,,,,,,
,01.01.2023,,,,,,,,,,
,,,,,,,,,,,
,10.110.-Taşıt Rayiçleri,,,,,,,,,,
,,,,,,,,,,,
"r
a",,,,,,,,,,,
,"Rayiç Fiyatı
TL",,,,,,,,,,
,Poz No,Tanımı,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,TAŞITLAR,,,,,,,,,,
,,,,,,,,,,,
,10.110.1001,"Üç at veya katır ile sürücüden ibaret taşıt katarı
(veya beş eşek) (Gündelik) TL",27800,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,10.110.1002,Her cins hayvanla çekilen arabalar için taşıma katsayısı,17200,,,,,,,,
,,,,,,,,,,,
,10.110.1003,Her cins ve tonajda motorlu araç taşıma katsayısı K:,91000,,,,,,,,
,,,,,,,,,,,
,-4-,,,,,,,,,,
,01.01.2023,,,,,,,,,,
,,,,,,,,,,,
,10.120.-İnşaat Makina ve Araçları Rayiçleri,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Poz No,Tanımı,"Ölçü
Birimi","Rayiç Fiyatı
TL",,,,,,,
,İNŞAAT MAKİNA VE ARAÇLARI,,,,,,,,,,
,10.120.1001,Ekskavatör ve dragline tipi makinalar 100-139 HP (1Yd³),Ad,"1.550.000,00",,,,,,,
,10.120.1002,Ekskavatör ve dragline tipi makinalar 140-169 HP (11/2Yd³),Ad,"2.100.000,00",,,,,,,
,10.120.1003,Ekskavatör ve dragline tipi makinalar 170-209 HP (2Yd³),Ad,"2.250.000,00",,,,,,,
,10.120.1004,Ekskavatör ve dragline tipi makinalar 210-259 HP (21/2Yd³),Ad,"2.900.000,00",,,,,,,
,10.120.1005,"Ekskavatör (paletli) (210-259 HP) (maksimum 2,5 m³)",Ad,"2.900.000,00",,,,,,,
,10.120.1006,Ekskavatör ve dragline tipi makinalar 260-299 HP (3Yd³),Ad,"3.300.000,00",,,,,,,
,10.120.1007,"Ekskavatör (paletli) (260-299 HP) (maksimum 2,5 m³)",Ad,"3.300.000,00",,,,,,,
,10.120.1008,Ekskavatör beko takriben 125 HP (3/4-15/8 Yd³),Ad,"2.100.000,00",,,,,,,
,10.120.1009,"Ekskavatör (paletli) (300-329 HP) (maksimum 3,5 m³)",Ad,"4.000.000,00",,,,,,,
,10.120.1010,"Traktör skreyper
(TD 20 veya emsali 111 HP+Vagon kova 8Yd3)",Ad,"1.160.000,00",,,,,,,
,10.120.1011,Traktör ripper (TD25 veya emsali 185HP+Ripper),Ad,"2.600.000,00",,,,,,,
,10.120.1012,Motor greyder(80 HP'den yukarı güçte takriben 9 ton),Ad,"1.190.000,00",,,,,,,
,10.120.1013,Greyder (190-209 HP),Ad,"3.650.000,00",,,,,,,
,10.120.1014,Greyder (210-230 HP),Ad,"4.200.000,00",,,,,,,
,10.120.1015,"Lastik tekerlekli traktör-skreyper
(takriben 250 HP 24 Yd3)",Ad,"4.750.000,00",,,,,,,
,10.120.1016,Traktör buldozer (70 HP gücünde motor+bıçak),Ad,"810.000,00",,,,,,,
,10.120.1017,Traktör buldozer (100 HP gücünde motor+bıçak),Ad,"1.000.000,00",,,,,,,
,10.120.1018,Traktör buldozer (160 HP gücünde motor+bıçak),Ad,"1.330.000,00",,,,,,,
,10.120.1019,Traktör buldozer (TD 25 veya emsali 185 HP+bıçak),Ad,"2.170.000,00",,,,,,,
,10.120.1020,Traktör buldozer (285 HP gücünde motor+bıçak),Ad,"4.350.000,00",,,,,,,
,10.120.1021,Traktör buldozer (345 HP gücünde motor+bıçak),Ad,"4.750.000,00",,,,,,,
,10.120.1022,"Komple buharlı veya kompresörlü şahmerdan, akuple-otomatik ve tüm aksesuarı dahil
(Yaklaşık 50 HP lik, 6 tonluk tokmaklı, geriye 1/4, ileriye 1/10 eğimle çakabilir)",Ad,"3.000.000,00",,,,,,,
,10.120.1023,"Kompresör
(210 Cfm'lik kompresör+hortum ve tabancalar)",Ad,"300.000,00",,,,,,,
,10.120.1024,"Vantilasyon makinası
(210 Cfm'lik kompresör+vantilasyon boruları,aksesuarı dahil)",Ad,"335.000,00",,,,,,,
,10.120.1025,Kompresör (250 HP),Ad,"1.020.000,00",,,,,,,
,10.120.1026,"Enjeksiyon makinası
(210 Cfm'lik kompresör+enjeksiyon boruları+malzeme tankı)",Ad,"335.000,00",,,,,,,
,10.120.1027,"Kompresör
(250 Cfm'lik+havalı şahmerdan+havalı delici+havalı sıkıcı grubu+pick-up veya kamyonet)",Ad,"420.000,00",,,,,,,
,10.120.1028,"Enjeksiyon makinası
(Yaklaşık 75 HP lik, 250 cfm kapasiteli, enjeksiyon boruları, malzeme tankı birlikte)",Ad,"73.000,00",,,,,,,
,10.120.1029,"Kazıcı yükleyici (100 HP) (maksimum 2,5 m³)",Ad,"1.360.000,00",,,,,,,
,10.120.1030,"Yükleyici
(11/2 Yd3 veya 5500 libre taşıma güclü,takriben 80 HP muadili lastik tekerlekli)",Ad,"800.000,00",,,,,,,
,10.120.1031,Yükleyici (lastik tekerlekli) (100 HP) (maksimum 2 m³),Ad,"1.100.000,00",,,,,,,
,10.120.1032,"Yükleyici (trakskavatör)
(11/2 Yd3 takriben 56 HP) (Paletli)",Ad,"1.610.000,00",,,,,,,
,10.120.1033,Betoniyer (motoru ile takriben 250 litrelik),Ad,"52.400,00",,,,,,,
,10.120.1034,Betoniyer (motoru ile takriben 500 Litrelik),Ad,"52.400,00",,,,,,,
,10.120.1035,Betoniyer (motoru ile takriben 1000 Litrelik),Ad,"153.000,00",,,,,,,
,10.120.1036,Betoniyer (motoru ile takriben 1000 litrelik yarı otomatik),Ad,"154.000,00",,,,,,,
,10.120.1037,Mozayik silme makinası (Benzinli),Ad,"20.800,00",,,,,,,
,10.120.1038,"Yol çizgisi boyası silme makinası (7,5 HP gücünde , bisiklet tipi )",Ad,"216.000,00",,,,,,,
,10.120.1039,Kum püskürtme makinası bütün aksesuarı dahil komple,Ad,"38.000,00",,,,,,,
,10.120.1040,Beton vibratörü (4 HP),Ad,"38.000,00",,,,,,,
,,,,,,,,,,,
,,-5-,,,,,,,,,
,,01.01.2023,,,,,,,,,
,,,,,,,,,,,
,,10.120.-İnşaat Makina ve Araçları Rayiçleri,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Poz No,Tanımı,"Ölçü
Birimi","Rayiç Fiyatı
TL",,,,,,,
,10.120.1041,Komple kompresörle çalışan vibratör,Ad,"119.000,00",,,,,,,
,10.120.1042,Konkasör (120-150 m³/sa - 215 HP),Ad,"3.700.000,00",,,,,,,
,10.120.1043,"Eleme makinası
(Yaklaşık 70 HP lik, 3-4 kademeli 100 M3/saat kapasiteli, titreşimli çekilir tip)",Ad,"300.000,00",,,,,,,
,10.120.1044,Eleme makinası 70HP 100m3/sa,Ad,"300.000,00",,,,,,,
,10.120.1045,"Elevatör takriben 15 HP gücünde, 10-18m uzunluk ve 60 cm bant genişliğinde",Ad,"64.000,00",,,,,,,
,10.120.1046,"Elevatör takriben 25 HP gücünde, 18-24m uzunluk ve 60 cm bant genişliğinde",Ad,"143.000,00",,,,,,,
,"50 MSS kadar düşey milli derin kuyu pompaları çanak ve kolon grubu, dişli başlık ve dizel motoruyla",,,,,,,,,,
,10.120.1047,Ø :0-10 lt/sn (10 dahil),Ad,"54.000,00",,,,,,,
,10.120.1048,Ø :10-20 lt/sn (20 dahil),Ad,"72.000,00",,,,,,,
,10.120.1049,Ø :20-40 lt/sn (40 dahil),Ad,"88.000,00",,,,,,,
,10.120.1050,Ø :40-80 lt/sn (80 dahil),Ad,"163.000,00",,,,,,,
,,Not: MSS nin her ilave 10 m si için fiyatlar %20 artırılır.,,,,,,,,,
,10.120.1051,"Motopomp (5 PS gücünde,takriben 50 mm çapında)",Ad,"6.500,00",,,,,,,
,10.120.1052,Motopomp (10 HP),Ad,"10.000,00",,,,,,,
,10.120.1053,"Motopomp (15PS gücünde,takriben 100mm çapında)",Ad,"15.500,00",,,,,,,
,10.120.1054,"Motopomp (20PS gücünde,takriben 125mm çapında)",Ad,"27.000,00",,,,,,,
,10.120.1055,"Motopomp (30PS gücünde,takriben 135mm çapında)",Ad,"52.500,00",,,,,,,
,10.120.1056,"Motopomp (45PS gücünde,takriben 150mm çapında)",Ad,"75.000,00",,,,,,,
,10.120.1057,"Motopomp (60PS gücünde,takriben 200mm çapında)",Ad,"87.500,00",,,,,,,
,10.120.1058,Mobil Beton Pompası (420 HP),Ad,"7.400.000,00",,,,,,,
,10.120.1059,Arazöz (5 tonluk su sandıklı),Ad,"167.000,00",,,,,,,
,10.120.1060,Arazöz (Pick-Up),Ad,"97.500,00",,,,,,,
,10.120.1061,"Damperli Kamyon (120 HP gücünde, 7 ton kapasiteli)",Ad,"363.000,00",,,,,,,
,10.120.1062,Pistonlu su pompaları motoruyla birlikte,Ad,"36.500,00",,,,,,,
,10.120.1063,"Her cins (Titreşimli darbeli) motorlu kompaktör
(Takriben 400 Kg statik ağırlıkta 9HP)",Ad,"31.500,00",,,,,,,
,10.120.1064,"Titreşimli silindir
(4-5 ton - 5 ton dahil statik ağırlık ve 8-9 ton dinamik kuvvette titreşimli silindir+paletli traktör takriben
35-58 HP)",Ad,"610.000,00",,,,,,,
,10.120.1065,"Titreşimli silindir
(4-5 ton - 5 ton dahil statik ağırlık ve 8-9 ton dinamik kuvvette silindir+paletli traktör takriben 41-56 HP)",Ad,"686.000,00",,,,,,,
,10.120.1066,"Titreşimli silindir
(5-6 ton - 6 ton dahil statik ağırlık ve 10-12 ton dinamik kuvvette silindir+paletli traktör takriben 45-61",Ad,"732.000,00",,,,,,,
,10.120.1067,"Titreşimli silindir
(6-7 ton - 7 ton dahil statik ağırlık ve 12-14 ton dinamik kuvvette silindir+paletli traktör takriben 50-60",Ad,"1.140.000,00",,,,,,,
,10.120.1068,"Titreşimli silindir
(7-9 ton - 9 ton dahil statik ağırlık ve 14-18 ton dinamik kuvvette silindir+paletli traktör takriben 56-76",Ad,"1.240.000,00",,,,,,,
,10.120.1069,"Titreşimli silindir
(9-11 ton - 11 ton dahil statik ağırlık ve 18-22 ton dinamik kuvvette silindir+paletli traktör takriben 66-86",Ad,"1.610.000,00",,,,,,,
,10.120.1070,"Titreşimli silindir
(11-13 ton - 13 ton dahil statik ağırlık ve 22-26 ton dinamik kuvvette silindir+paletli traktör takriben 76-
96 HP)",Ad,"1.710.000,00",,,,,,,
,10.120.1071,"Titreşimli silindir
(13-15 ton - 15 ton dahil statik ağırlık ve 26-30 ton dinamik kuvvette silindir+paletli traktör takriben 90-
110 HP)",Ad,"1.850.000,00",,,,,,,
,10.120.1072,"Komple keçi ayağı silindir
(40 HP paletli traktör çekici ve tamburların toplam ağırlığı 4000 Kg olan, beheri enaz 1.20 m uzunlukta 2
tanburlu keçi ayağı)",Ad,"476.000,00",,,,,,,
,10.120.1073,"Demir merdaneli silindir
(8-10 tonluk-10 ton dahil- 2-3 tekerlekli) (40 HP)",Ad,"483.000,00",,,,,,,
,10.120.1074,"Demir merdaneli silindir
(10-14 tonluk-14 ton dahil-2-3 tekerlekli) (60 HP)",Ad,"595.000,00",,,,,,,
,,,,,,,,,,,
,,-6-,,,,,,,,,
,,01.01.2023,,,,,,,,,
,,,,,,,,,,,
,,10.120.-İnşaat Makina ve Araçları Rayiçleri,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Poz No,Tanımı,"Ölçü
Birimi","Rayiç Fiyatı
TL",,,,,,,
,10.120.1075,"Lastik tekerlekli silindir
(7-8 tonluk-8 ton dahil-çekici ile) (40 HP)",Ad,"483.000,00",,,,,,,
,10.120.1076,"Çekilir tip lastik tekerlekli silindir
(8-10 tonluk-10 ton dahil çekici hariç)",Ad,"200.000,00",,,,,,,
,10.120.1077,"Lastik tekerlekli silindir (Kendinden yürür)
(60-80 HP, 21 ton statik ağırlığında)",Ad,"630.000,00",,,,,,,
,10.120.1078,"Lastik tekerlekli silindir (Kendinden yürür)
(80-100 HP, 35 ton statik ağırlığında)",Ad,"880.000,00",,,,,,,
,10.120.1079,"Lastik tekerlekli traktör
(Yaklaşık 45 HP lik, pulluk, diskleri birlikte)",Ad,"108.000,00",,,,,,,
,10.120.1080,Lastikli tekerlekli traktör (Takriben 80-100HP gücünde),Ad,"196.000,00",,,,,,,
,10.120.1081,"Agrega silosu (4 bölmeli, 100 ton/saat verimli)",Ad,"119.000,00",,,,,,,
,10.120.1082,"Agrega silosu (4 bölmeli, 50 ton/saat verimli)",Ad,"77.000,00",,,,,,,
,10.120.1083,"Çimento silosu
(Takriben 80-100 m3 hacminde hava tertibatlı)",Ad,"98.000,00",,,,,,,
,10.120.1084,Küçük eleme tesisi (40 ton/saat kapasiteli) (30 HP),Ad,"504.000,00",,,,,,,
,10.120.1085,Minaral filler besleyici (Dizel motorlu),Ad,"58.000,00",,,,,,,
,10.120.1086,Büyük eleme tesisi (100 ton/saat kapasiteli),Ad,"1.100.000,00",,,,,,,
,10.120.1087,Treyler distribütör (500 ABD galonluk),Ad,"114.000,00",,,,,,,
,10.120.1088,Distribütör (1500 ABD galonluk kamyona monte edilmiş),Ad,"364.000,00",,,,,,,
,10.120.1089,"Küçük asfalt kurutma makinası
(Takriben 60-80 HP gücünde, 40 ton/saat kapasiteli) plent",Ad,"518.000,00",,,,,,,
,10.120.1090,"Büyük asfalt kurutma makinası
(Takriben 100-120 HP gücünde, 100 ton/saat kapasiteli) plent",Ad,"1.460.000,00",,,,,,,
,10.120.1091,Asfalt tankı (40 tonluk ısıtma tertibatlı),Ad,"51.000,00",,,,,,,
,10.120.1092,40 m³ sabit su tankı,Ad,"35.000,00",,,,,,,
,10.120.1093,"Süpürge makinası
(9 feetlik, motorsuz, çekilir tip, döner tanburlu)",Ad,"35.000,00",,,,,,,
,10.120.1094,Süpürge makinası vakumlu (Takriben 130HP+81HP),Ad,"1.370.000,00",,,,,,,
,10.120.1095,"Termoplastik yol çizgi makinası ve ısıtıcı
(Takriben 151 HP)",Ad,"2.450.000,00",,,,,,,
,10.120.1096,Soğuk yol çizgi makinası (Takriben 168 HP),Ad,"1.960.000,00",,,,,,,
,10.120.1097,"Termoplastik boya ön ısıtıcısı
(175 HP gücünde kamyon ve üzerinde ısıtma ile karıştırma tertibatlı)",Ad,"1.820.000,00",,,,,,,
,10.120.1098,"Mıcır yayıcı
(12 feetlik,motorsuz, çekilir tip yayıcı merdaneli)",Ad,"41.000,00",,,,,,,
,10.120.1099,"Rodmikser
(Takriben 100 HP gücünde, 50 m3/saat kapasiteli)",Ad,"532.000,00",,,,,,,
,10.120.1100,"Pulvomikser
(Takriben 50 HP gücünde 25 m3/saat kapasiteli çekilir tip)",Ad,"116.000,00",,,,,,,
,10.120.1101,"Çekilir tip mikser
(Takriben 22 HP gücünde, 5 ton/saat kapasiteli)",Ad,"116.000,00",,,,,,,
,10.120.1102,"Sıcak tip küçük mikser
(Takriben 60-80 HP gücünde, 40 ton/saat kapasiteli)",Ad,"347.000,00",,,,,,,
,10.120.1103,"Mastik asfalt yapımı için ısıtma ve karıştırma makinası
(1 ton/saat kapasiteli)",Ad,"147.000,00",,,,,,,
,10.120.1104,"Beton/Asfalt bordür yapma makinası
(10-15 Hp gücünde)",Ad,"238.000,00",,,,,,,
,10.120.1105,"Beton/Asfalt bordür yapma makinası
(20-30 Hp gücünde)",Ad,"715.000,00",,,,,,,
,10.120.1106,Sıcak büyük mikser (Takriben 100 ton/saat kapasiteli),Ad,"1.280.000,00",,,,,,,
,10.120.1107,"Stabilizasyon karıştırıcı
(100-200 ton/saat kapasiteli 80-120 HP gücünde)",Ad,"380.000,00",,,,,,,
,10.120.1108,"Mikser (15 HP.lik) motoruyla beraber
(Sirkülasyon çamuru için)",Ad,"10.800,00",,,,,,,
,,,,,,,,,,,
,,-7-,,,,,,,,,
,,01.01.2023,,,,,,,,,
,,,,,,,,,,,
,,10.120.-İnşaat Makina ve Araçları Rayiçleri,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Poz No,Tanımı,"Ölçü
Birimi","Rayiç Fiyatı
TL",,,,,,,
,10.120.1109,"Mikser (75 HP.lik) motoruyla beraber
(Sirkulasyon çamuru için)",Ad,"21.300,00",,,,,,,
